startSen,endSen,Sentence,Next_Sentence,Cosine_Similarity
286,436,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led,1.0000002
287,437,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four,1.0000002
288,438,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours,1.0000002
289,439,is there any way to  make  this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours,this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir,0.9655467
290,440,this a fair fight jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir,jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except,0.97468776
291,441,jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except,jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking,1.0000002
292,442,jump out and swim you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking,you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written,0.9741336
293,443,you have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written,have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window,0.99477494
294,444,have to jump out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window,out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window,0.98849756
295,445,out and drown you could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window,could roll forward and I could roll backward we're genetically identical science says we stay in one place just row the damn boat you guys heard about  this what two nights ago a sophomore choked the network from the laptop in Kirkland at four AM he set up a website where you vote in the hotness of female undergrads what were we doing that none of us home heard about this well I don't know three hour low rate technical row before breakfast full course load studying another three hours in the tank and then studying I'm not sure how we missed it how much activity was it on this thing twenty two thousand pages request twenty two thousand two thousand Cam this guy hacked the facebook of seven houses he setup at the whole website lives had in one night he did while he was drunk twenty  two thousand how did you know he was drunk he was blogging simultaneously you know what I think way ahead of you this is our guy Cameron Winklevoss Cameron spelled the  usual way Tyler Winklevoss Tyler spelled the usual way and my last name is the same as my brother's Mister Zuckerberg this is an administrative board hearing You're being accused of intentionally breaching security violating copyrights violating individual privacy by creating the website www dot facemash dot com you're also charged with being in violation of University policy on distribution of digitized images before we begin with are questioning you're allowed to make a statement would you like to do so I've you know I've already apologized in the Crimson to the a v h w to Fraser Latina and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window,0.97496694
